entity_id,ip,geo_country,asn,asn_org
,10.20.3.42,US,64532,Synthetic US Transit Cooperative 1
,10.20.3.43,IE,64567,Synthetic IE Transit Cooperative 2
,10.20.3.44,BR,64515,Synthetic BR Transit Cooperative 2
,10.20.3.45,SE,64589,Synthetic SE Transit Cooperative 2
,10.20.3.46,IL,64568,Synthetic IL Transit Cooperative 1
,10.20.3.47,CA,64517,Synthetic CA Transit Cooperative 2
,10.20.3.48,KR,64573,Synthetic KR Transit Cooperative 2
,10.20.3.49,AE,64536,Synthetic AE Transit Cooperative 1
,10.20.3.50,HK,64563,Synthetic HK Transit Cooperative 2
,10.20.3.51,DK,64555,Synthetic DK Transit Cooperative 2
,10.20.3.52,NZ,64581,Synthetic NZ Transit Cooperative 2
,10.20.3.53,NZ,64580,Synthetic NZ Transit Cooperative 1
,10.20.3.54,JP,64526,Synthetic JP Transit Cooperative 1
,10.20.3.55,CZ,64553,Synthetic CZ Transit Cooperative 2
,10.20.3.56,NO,64578,Synthetic NO Transit Cooperative 1
,10.20.3.57,ID,64565,Synthetic ID Transit Cooperative 2
,10.20.3.58,IE,64566,Synthetic IE Transit Cooperative 1
,10.20.3.59,RO,64586,Synthetic RO Transit Cooperative 1
,10.20.3.60,CA,64517,Synthetic CA Transit Cooperative 2
,10.20.3.61,MY,64577,Synthetic MY Transit Cooperative 2
,10.20.3.62,ID,64565,Synthetic ID Transit Cooperative 2
,10.20.3.63,GR,64561,Synthetic GR Transit Cooperative 2
,10.20.3.64,BE,64543,Synthetic BE Transit Cooperative 2
,10.20.3.65,NL,64528,Synthetic NL Transit Cooperative 1
,10.20.3.66,UA,64594,Synthetic UA Transit Cooperative 1
,10.20.3.67,RO,64586,Synthetic RO Transit Cooperative 1
,10.20.3.68,DE,64518,Synthetic DE Transit Cooperative 1
,10.20.3.69,RO,64587,Synthetic RO Transit Cooperative 2
,10.20.3.70,KR,64572,Synthetic KR Transit Cooperative 1
,10.20.3.71,MY,64577,Synthetic MY Transit Cooperative 2
,10.20.3.72,KR,64572,Synthetic KR Transit Cooperative 1
,10.20.3.73,MY,64577,Synthetic MY Transit Cooperative 2
,10.20.3.74,NG,64600,Synthetic NG Transit Cooperative 1
,10.20.3.75,CH,64545,Synthetic CH Transit Cooperative 2
,10.20.3.76,CA,64516,Synthetic CA Transit Cooperative 1
,10.20.3.77,MX,64575,Synthetic MX Transit Cooperative 2
,10.20.3.78,AE,64536,Synthetic AE Transit Cooperative 1
,10.20.3.79,AU,64512,Synthetic AU Transit Cooperative 1
,10.20.3.80,FI,64558,Synthetic FI Transit Cooperative 1
,10.20.3.81,FR,64521,Synthetic FR Transit Cooperative 2
,10.20.3.82,SE,64589,Synthetic SE Transit Cooperative 2
,10.20.3.83,IN,64524,Synthetic IN Transit Cooperative 1
,10.20.3.84,AU,64513,Synthetic AU Transit Cooperative 2
,10.20.3.85,IT,64570,Synthetic IT Transit Cooperative 1
,10.20.3.86,FI,64558,Synthetic FI Transit Cooperative 1
,10.20.3.87,IT,64571,Synthetic IT Transit Cooperative 2
,10.20.3.88,MY,64576,Synthetic MY Transit Cooperative 1
,10.20.3.89,AT,64540,Synthetic AT Transit Cooperative 1
,10.20.3.90,NZ,64581,Synthetic NZ Transit Cooperative 2
,10.20.3.91,VN,64596,Synthetic VN Transit Cooperative 1
,10.20.3.92,CN,64549,Synthetic CN Transit Cooperative 2
,10.20.3.93,IT,64570,Synthetic IT Transit Cooperative 1
,10.20.3.94,KE,64599,Synthetic KE Transit Cooperative 2
,10.20.3.95,IE,64567,Synthetic IE Transit Cooperative 2
,10.20.3.96,NZ,64580,Synthetic NZ Transit Cooperative 1
,10.20.3.97,IN,64524,Synthetic IN Transit Cooperative 1
,10.20.3.98,AR,64539,Synthetic AR Transit Cooperative 2
,10.20.3.99,GB,64523,Synthetic GB Transit Cooperative 2
,10.20.3.100,HK,64562,Synthetic HK Transit Cooperative 1
,10.20.3.101,TR,64592,Synthetic TR Transit Cooperative 1
,10.20.3.102,PL,64582,Synthetic PL Transit Cooperative 1
,10.20.3.103,CL,64546,Synthetic CL Transit Cooperative 1
,10.20.3.104,SE,64589,Synthetic SE Transit Cooperative 2
,10.20.3.105,NZ,64580,Synthetic NZ Transit Cooperative 1
,10.20.3.106,ES,64556,Synthetic ES Transit Cooperative 1
,10.20.3.107,DK,64555,Synthetic DK Transit Cooperative 2
,10.20.3.108,FI,64558,Synthetic FI Transit Cooperative 1
,10.20.3.109,DK,64555,Synthetic DK Transit Cooperative 2
,10.20.3.110,HK,64563,Synthetic HK Transit Cooperative 2
,10.20.3.111,NL,64529,Synthetic NL Transit Cooperative 2
,10.20.3.112,TH,64590,Synthetic TH Transit Cooperative 1
,10.20.3.113,HK,64562,Synthetic HK Transit Cooperative 1
,10.20.3.114,NZ,64580,Synthetic NZ Transit Cooperative 1
,10.20.3.115,MY,64577,Synthetic MY Transit Cooperative 2
,10.20.3.116,IT,64570,Synthetic IT Transit Cooperative 1
,10.20.3.117,AU,64513,Synthetic AU Transit Cooperative 2
,10.20.3.118,TH,64590,Synthetic TH Transit Cooperative 1
,10.20.3.119,BE,64543,Synthetic BE Transit Cooperative 2
,10.20.3.120,CH,64544,Synthetic CH Transit Cooperative 1
,10.20.3.121,SG,64530,Synthetic SG Transit Cooperative 1
,10.20.3.122,GR,64560,Synthetic GR Transit Cooperative 1
,10.20.3.123,ZA,64534,Synthetic ZA Transit Cooperative 1
,10.20.3.124,GR,64561,Synthetic GR Transit Cooperative 2
,10.20.3.125,AT,64541,Synthetic AT Transit Cooperative 2
,10.20.3.126,NZ,64580,Synthetic NZ Transit Cooperative 1
,10.20.3.127,CA,64516,Synthetic CA Transit Cooperative 1
,10.20.3.128,PT,64585,Synthetic PT Transit Cooperative 2
,10.20.3.129,NO,64579,Synthetic NO Transit Cooperative 2
,10.20.3.130,CO,64550,Synthetic CO Transit Cooperative 1
,10.20.3.131,MY,64577,Synthetic MY Transit Cooperative 2
,10.20.3.132,CN,64548,Synthetic CN Transit Cooperative 1
,10.20.3.133,IT,64571,Synthetic IT Transit Cooperative 2
,10.20.3.134,PL,64583,Synthetic PL Transit Cooperative 2
,10.20.3.135,AE,64536,Synthetic AE Transit Cooperative 1
,10.20.3.136,HK,64563,Synthetic HK Transit Cooperative 2
,10.20.3.137,CA,64517,Synthetic CA Transit Cooperative 2
,10.20.3.138,US,64533,Synthetic US Transit Cooperative 2
,10.20.3.139,AU,64513,Synthetic AU Transit Cooperative 2
,10.20.3.140,BE,64542,Synthetic BE Transit Cooperative 1
,10.20.3.141,IT,64570,Synthetic IT Transit Cooperative 1
,10.20.3.142,ZA,64534,Synthetic ZA Transit Cooperative 1
,10.20.3.143,NL,64529,Synthetic NL Transit Cooperative 2
,10.20.3.144,CN,64548,Synthetic CN Transit Cooperative 1
,10.20.3.145,KE,64599,Synthetic KE Transit Cooperative 2
,10.20.3.146,AE,64536,Synthetic AE Transit Cooperative 1
,10.20.3.147,MX,64575,Synthetic MX Transit Cooperative 2
,10.20.3.148,IE,64566,Synthetic IE Transit Cooperative 1
,10.20.3.149,FI,64558,Synthetic FI Transit Cooperative 1
,10.20.3.150,BR,64514,Synthetic BR Transit Cooperative 1
,10.20.3.151,ZA,64535,Synthetic ZA Transit Cooperative 2
,10.20.3.152,ES,64557,Synthetic ES Transit Cooperative 2
,10.20.3.153,CZ,64553,Synthetic CZ Transit Cooperative 2
,10.20.3.154,MY,64576,Synthetic MY Transit Cooperative 1
,10.20.3.155,CZ,64553,Synthetic CZ Transit Cooperative 2
,10.20.3.156,CA,64517,Synthetic CA Transit Cooperative 2
,10.20.3.157,BE,64543,Synthetic BE Transit Cooperative 2
,10.20.3.158,JP,64526,Synthetic JP Transit Cooperative 1
,10.20.3.159,IT,64571,Synthetic IT Transit Cooperative 2
,10.20.3.160,FR,64521,Synthetic FR Transit Cooperative 2
,10.20.3.161,DE,64518,Synthetic DE Transit Cooperative 1
,10.20.3.162,IN,64525,Synthetic IN Transit Cooperative 2
,10.20.3.163,SE,64588,Synthetic SE Transit Cooperative 1
,10.20.3.164,PT,64584,Synthetic PT Transit Cooperative 1
,10.20.3.165,MX,64575,Synthetic MX Transit Cooperative 2
,10.20.3.166,KE,64598,Synthetic KE Transit Cooperative 1
,10.20.3.167,PT,64585,Synthetic PT Transit Cooperative 2
,10.20.3.168,BR,64514,Synthetic BR Transit Cooperative 1
,10.20.3.169,GR,64561,Synthetic GR Transit Cooperative 2
,10.20.3.170,MY,64577,Synthetic MY Transit Cooperative 2
,10.20.3.171,GR,64560,Synthetic GR Transit Cooperative 1
,10.20.3.172,TR,64592,Synthetic TR Transit Cooperative 1
,10.20.3.173,JP,64527,Synthetic JP Transit Cooperative 2
,10.20.3.174,TH,64590,Synthetic TH Transit Cooperative 1
,10.20.3.175,AR,64539,Synthetic AR Transit Cooperative 2
,10.20.3.176,VN,64596,Synthetic VN Transit Cooperative 1
,10.20.3.177,HK,64563,Synthetic HK Transit Cooperative 2
,10.20.3.178,PL,64582,Synthetic PL Transit Cooperative 1
,10.20.3.179,NL,64529,Synthetic NL Transit Cooperative 2
,10.20.3.180,MX,64574,Synthetic MX Transit Cooperative 1
,10.20.3.181,CZ,64552,Synthetic CZ Transit Cooperative 1
,10.20.3.182,KR,64572,Synthetic KR Transit Cooperative 1
,10.20.3.183,CO,64550,Synthetic CO Transit Cooperative 1
,10.20.3.184,NZ,64580,Synthetic NZ Transit Cooperative 1
,10.20.3.185,TR,64592,Synthetic TR Transit Cooperative 1
,10.20.3.186,AR,64538,Synthetic AR Transit Cooperative 1
,10.20.3.187,IT,64570,Synthetic IT Transit Cooperative 1
,10.20.3.188,IE,64567,Synthetic IE Transit Cooperative 2
,10.20.3.189,ES,64556,Synthetic ES Transit Cooperative 1
,10.20.3.190,IL,64569,Synthetic IL Transit Cooperative 2
,10.20.3.191,IN,64524,Synthetic IN Transit Cooperative 1
,10.20.3.192,TH,64591,Synthetic TH Transit Cooperative 2
,10.20.3.193,SG,64530,Synthetic SG Transit Cooperative 1
,10.20.3.194,KE,64598,Synthetic KE Transit Cooperative 1
,10.20.3.195,AU,64513,Synthetic AU Transit Cooperative 2
,10.20.3.196,MY,64577,Synthetic MY Transit Cooperative 2
,10.20.3.197,JP,64526,Synthetic JP Transit Cooperative 1
,10.20.3.198,AE,64537,Synthetic AE Transit Cooperative 2
,10.20.3.199,ES,64556,Synthetic ES Transit Cooperative 1
,10.20.3.200,ID,64564,Synthetic ID Transit Cooperative 1
,10.20.3.201,GB,64522,Synthetic GB Transit Cooperative 1
,10.20.3.202,GR,64560,Synthetic GR Transit Cooperative 1
,10.20.3.203,NZ,64581,Synthetic NZ Transit Cooperative 2
,10.20.3.204,IT,64571,Synthetic IT Transit Cooperative 2
,10.20.3.205,AU,64512,Synthetic AU Transit Cooperative 1
,10.20.3.206,MY,64577,Synthetic MY Transit Cooperative 2
,10.20.3.207,AR,64538,Synthetic AR Transit Cooperative 1
,10.20.3.208,SE,64589,Synthetic SE Transit Cooperative 2
,10.20.3.209,CL,64546,Synthetic CL Transit Cooperative 1
,10.20.3.210,SE,64588,Synthetic SE Transit Cooperative 1
,10.20.3.211,AU,64512,Synthetic AU Transit Cooperative 1
,10.20.3.212,AE,64537,Synthetic AE Transit Cooperative 2
,10.20.3.213,ID,64565,Synthetic ID Transit Cooperative 2
,10.20.3.214,MX,64575,Synthetic MX Transit Cooperative 2
,10.20.3.215,MY,64577,Synthetic MY Transit Cooperative 2
,10.20.3.216,VN,64596,Synthetic VN Transit Cooperative 1
,10.20.3.217,DE,64519,Synthetic DE Transit Cooperative 2
,10.20.3.218,ES,64556,Synthetic ES Transit Cooperative 1
,10.20.3.219,CN,64548,Synthetic CN Transit Cooperative 1
,10.20.3.220,DK,64555,Synthetic DK Transit Cooperative 2
,10.20.3.221,KR,64572,Synthetic KR Transit Cooperative 1
,10.20.3.222,CZ,64552,Synthetic CZ Transit Cooperative 1
,10.20.3.223,IE,64566,Synthetic IE Transit Cooperative 1
,10.20.3.224,AE,64536,Synthetic AE Transit Cooperative 1
,10.20.3.225,AU,64512,Synthetic AU Transit Cooperative 1
,10.20.3.226,UA,64594,Synthetic UA Transit Cooperative 1
,10.20.3.227,NO,64579,Synthetic NO Transit Cooperative 2
,10.20.3.228,CA,64516,Synthetic CA Transit Cooperative 1
,10.20.3.229,DE,64519,Synthetic DE Transit Cooperative 2
,10.20.3.230,VN,64596,Synthetic VN Transit Cooperative 1
,10.20.3.231,NZ,64580,Synthetic NZ Transit Cooperative 1
,10.20.3.232,NG,64601,Synthetic NG Transit Cooperative 2
,10.20.3.233,KE,64598,Synthetic KE Transit Cooperative 1
,10.20.3.234,UA,64594,Synthetic UA Transit Cooperative 1
,10.20.3.235,CA,64517,Synthetic CA Transit Cooperative 2
,10.20.3.236,CA,64516,Synthetic CA Transit Cooperative 1
,10.20.3.237,HK,64562,Synthetic HK Transit Cooperative 1
,10.20.3.238,CA,64516,Synthetic CA Transit Cooperative 1
,10.20.3.239,PT,64584,Synthetic PT Transit Cooperative 1
,10.20.3.240,NO,64578,Synthetic NO Transit Cooperative 1
,10.20.3.241,TH,64590,Synthetic TH Transit Cooperative 1
,10.20.3.242,IL,64568,Synthetic IL Transit Cooperative 1
,10.20.3.243,PT,64585,Synthetic PT Transit Cooperative 2
,10.20.3.244,AT,64540,Synthetic AT Transit Cooperative 1
,10.20.3.245,CA,64517,Synthetic CA Transit Cooperative 2
,10.20.3.246,DK,64555,Synthetic DK Transit Cooperative 2
,10.20.3.247,IE,64567,Synthetic IE Transit Cooperative 2
,10.20.3.248,US,64533,Synthetic US Transit Cooperative 2
,10.20.3.249,AU,64512,Synthetic AU Transit Cooperative 1
,10.20.3.250,PL,64582,Synthetic PL Transit Cooperative 1
,10.20.3.251,GR,64560,Synthetic GR Transit Cooperative 1
,10.20.3.252,NZ,64580,Synthetic NZ Transit Cooperative 1
,10.20.3.253,GB,64522,Synthetic GB Transit Cooperative 1
,10.20.3.254,GB,64523,Synthetic GB Transit Cooperative 2
,10.20.4.1,VN,64596,Synthetic VN Transit Cooperative 1
,10.20.4.2,NG,64601,Synthetic NG Transit Cooperative 2
,10.20.4.3,ID,64565,Synthetic ID Transit Cooperative 2
,10.20.4.4,BR,64515,Synthetic BR Transit Cooperative 2
,10.20.4.5,VN,64596,Synthetic VN Transit Cooperative 1
,10.20.4.6,HK,64563,Synthetic HK Transit Cooperative 2
,10.20.4.7,GR,64561,Synthetic GR Transit Cooperative 2
,10.20.4.8,BR,64515,Synthetic BR Transit Cooperative 2
,10.20.4.9,IN,64525,Synthetic IN Transit Cooperative 2
,10.20.4.10,CZ,64552,Synthetic CZ Transit Cooperative 1
,10.20.4.11,CH,64544,Synthetic CH Transit Cooperative 1
,10.20.4.12,IL,64569,Synthetic IL Transit Cooperative 2
,10.20.4.13,CO,64550,Synthetic CO Transit Cooperative 1
,10.20.4.14,NZ,64581,Synthetic NZ Transit Cooperative 2
,10.20.4.15,IL,64568,Synthetic IL Transit Cooperative 1
,10.20.4.16,AU,64513,Synthetic AU Transit Cooperative 2
,10.20.4.17,UA,64595,Synthetic UA Transit Cooperative 2
,10.20.4.18,CZ,64553,Synthetic CZ Transit Cooperative 2
,10.20.4.19,ID,64565,Synthetic ID Transit Cooperative 2
,10.20.4.20,CZ,64553,Synthetic CZ Transit Cooperative 2
,10.20.4.21,SE,64588,Synthetic SE Transit Cooperative 1
,10.20.4.22,US,64533,Synthetic US Transit Cooperative 2
,10.20.4.23,RO,64587,Synthetic RO Transit Cooperative 2
,10.20.4.24,FR,64520,Synthetic FR Transit Cooperative 1
,10.20.4.25,AR,64538,Synthetic AR Transit Cooperative 1
,10.20.4.26,FR,64520,Synthetic FR Transit Cooperative 1
,10.20.4.27,PT,64584,Synthetic PT Transit Cooperative 1
,10.20.4.28,FI,64558,Synthetic FI Transit Cooperative 1
,10.20.4.29,BE,64542,Synthetic BE Transit Cooperative 1
,10.20.4.30,IT,64570,Synthetic IT Transit Cooperative 1
,10.20.4.31,PT,64584,Synthetic PT Transit Cooperative 1
,10.20.4.32,AR,64538,Synthetic AR Transit Cooperative 1
,10.20.4.33,US,64533,Synthetic US Transit Cooperative 2
,10.20.4.34,TH,64590,Synthetic TH Transit Cooperative 1
,10.20.4.35,GB,64523,Synthetic GB Transit Cooperative 2
,10.20.4.36,ID,64565,Synthetic ID Transit Cooperative 2
,10.20.4.37,DK,64554,Synthetic DK Transit Cooperative 1
,10.20.4.38,ID,64565,Synthetic ID Transit Cooperative 2
,10.20.4.39,VN,64597,Synthetic VN Transit Cooperative 2
,10.20.4.40,IL,64569,Synthetic IL Transit Cooperative 2
,10.20.4.41,GB,64522,Synthetic GB Transit Cooperative 1
,10.20.4.42,SG,64531,Synthetic SG Transit Cooperative 2
,10.20.4.43,AT,64541,Synthetic AT Transit Cooperative 2
,10.20.4.44,KE,64598,Synthetic KE Transit Cooperative 1
,10.20.4.45,CL,64546,Synthetic CL Transit Cooperative 1
,10.20.4.46,GR,64560,Synthetic GR Transit Cooperative 1
,10.20.4.47,CH,64544,Synthetic CH Transit Cooperative 1
,10.20.4.48,PT,64584,Synthetic PT Transit Cooperative 1
,10.20.4.49,CZ,64553,Synthetic CZ Transit Cooperative 2
,10.20.4.50,CZ,64553,Synthetic CZ Transit Cooperative 2
,10.20.4.51,DK,64554,Synthetic DK Transit Cooperative 1
,10.20.4.52,FI,64559,Synthetic FI Transit Cooperative 2
,10.20.4.53,SE,64589,Synthetic SE Transit Cooperative 2
,10.20.4.54,MY,64576,Synthetic MY Transit Cooperative 1
,10.20.4.55,CZ,64553,Synthetic CZ Transit Cooperative 2
,10.20.4.56,IT,64570,Synthetic IT Transit Cooperative 1
,10.20.4.57,IE,64566,Synthetic IE Transit Cooperative 1
,10.20.4.58,BE,64542,Synthetic BE Transit Cooperative 1
,10.20.4.59,AU,64512,Synthetic AU Transit Cooperative 1
,10.20.4.60,AE,64537,Synthetic AE Transit Cooperative 2
,10.20.4.61,NO,64578,Synthetic NO Transit Cooperative 1
,10.20.4.62,BR,64515,Synthetic BR Transit Cooperative 2
,10.20.4.63,UA,64595,Synthetic UA Transit Cooperative 2
,10.20.4.64,TH,64590,Synthetic TH Transit Cooperative 1
,10.20.4.65,IN,64525,Synthetic IN Transit Cooperative 2
,10.20.4.66,TR,64593,Synthetic TR Transit Cooperative 2
,10.20.4.67,DK,64554,Synthetic DK Transit Cooperative 1
,10.20.4.68,IE,64566,Synthetic IE Transit Cooperative 1
,10.20.4.69,BR,64515,Synthetic BR Transit Cooperative 2
,10.20.4.70,CZ,64553,Synthetic CZ Transit Cooperative 2
,10.20.4.71,HK,64563,Synthetic HK Transit Cooperative 2
,10.20.4.72,CA,64517,Synthetic CA Transit Cooperative 2
,10.20.4.73,MX,64574,Synthetic MX Transit Cooperative 1
,10.20.4.74,IN,64525,Synthetic IN Transit Cooperative 2
,10.20.4.75,KR,64572,Synthetic KR Transit Cooperative 1
,10.20.4.76,UA,64594,Synthetic UA Transit Cooperative 1
,10.20.4.77,NL,64529,Synthetic NL Transit Cooperative 2
,10.20.4.78,MY,64577,Synthetic MY Transit Cooperative 2
,10.20.4.79,ZA,64534,Synthetic ZA Transit Cooperative 1
,10.20.4.80,IT,64571,Synthetic IT Transit Cooperative 2
,10.20.4.81,SG,64531,Synthetic SG Transit Cooperative 2
,10.20.4.82,CZ,64553,Synthetic CZ Transit Cooperative 2
,10.20.4.83,CN,64549,Synthetic CN Transit Cooperative 2
,10.20.4.84,CZ,64552,Synthetic CZ Transit Cooperative 1
,10.20.4.85,CL,64547,Synthetic CL Transit Cooperative 2
,10.20.4.86,IT,64570,Synthetic IT Transit Cooperative 1
,10.20.4.87,SG,64531,Synthetic SG Transit Cooperative 2
,10.20.4.88,PL,64582,Synthetic PL Transit Cooperative 1
,10.20.4.89,CO,64551,Synthetic CO Transit Cooperative 2
,10.20.4.90,GB,64523,Synthetic GB Transit Cooperative 2
,10.20.4.91,CO,64551,Synthetic CO Transit Cooperative 2
,10.20.4.92,SG,64531,Synthetic SG Transit Cooperative 2
,10.20.4.93,MY,64576,Synthetic MY Transit Cooperative 1
,10.20.4.94,ZA,64534,Synthetic ZA Transit Cooperative 1
,10.20.4.95,GR,64561,Synthetic GR Transit Cooperative 2
,10.20.4.96,NG,64601,Synthetic NG Transit Cooperative 2
,10.20.4.97,CZ,64552,Synthetic CZ Transit Cooperative 1
,10.20.4.98,FI,64559,Synthetic FI Transit Cooperative 2
,10.20.4.99,ID,64564,Synthetic ID Transit Cooperative 1
,10.20.4.100,AR,64539,Synthetic AR Transit Cooperative 2
,10.20.4.101,NL,64528,Synthetic NL Transit Cooperative 1
,10.20.4.102,JP,64526,Synthetic JP Transit Cooperative 1
,10.20.4.103,AT,64540,Synthetic AT Transit Cooperative 1
,10.20.4.104,AR,64539,Synthetic AR Transit Cooperative 2
,10.20.4.105,BR,64515,Synthetic BR Transit Cooperative 2
,10.20.4.106,FR,64521,Synthetic FR Transit Cooperative 2
,10.20.4.107,IT,64571,Synthetic IT Transit Cooperative 2
,10.20.4.108,UA,64595,Synthetic UA Transit Cooperative 2
,10.20.4.109,JP,64527,Synthetic JP Transit Cooperative 2
,10.20.4.110,MY,64576,Synthetic MY Transit Cooperative 1
,10.20.4.111,KR,64573,Synthetic KR Transit Cooperative 2
,10.20.4.112,GB,64523,Synthetic GB Transit Cooperative 2
,10.20.4.113,GR,64561,Synthetic GR Transit Cooperative 2
,10.20.4.114,IN,64525,Synthetic IN Transit Cooperative 2
,10.20.4.115,NO,64578,Synthetic NO Transit Cooperative 1
,10.20.4.116,VN,64597,Synthetic VN Transit Cooperative 2
,10.20.4.117,TR,64592,Synthetic TR Transit Cooperative 1
,10.20.4.118,CL,64546,Synthetic CL Transit Cooperative 1
,10.20.4.119,CA,64516,Synthetic CA Transit Cooperative 1
,10.20.4.120,IN,64525,Synthetic IN Transit Cooperative 2
,10.20.4.121,IE,64567,Synthetic IE Transit Cooperative 2
,10.20.4.122,KR,64572,Synthetic KR Transit Cooperative 1
,10.20.4.123,ID,64564,Synthetic ID Transit Cooperative 1
,10.20.4.124,HK,64563,Synthetic HK Transit Cooperative 2
,10.20.4.125,UA,64595,Synthetic UA Transit Cooperative 2
,10.20.4.126,NG,64601,Synthetic NG Transit Cooperative 2
,10.20.4.127,CN,64549,Synthetic CN Transit Cooperative 2
,10.20.4.128,NG,64601,Synthetic NG Transit Cooperative 2
,10.20.4.129,IT,64571,Synthetic IT Transit Cooperative 2
,10.20.4.130,RO,64586,Synthetic RO Transit Cooperative 1
,10.20.4.131,IL,64568,Synthetic IL Transit Cooperative 1
,10.20.4.132,CA,64516,Synthetic CA Transit Cooperative 1
,10.20.4.133,VN,64596,Synthetic VN Transit Cooperative 1
,10.20.4.134,CO,64551,Synthetic CO Transit Cooperative 2
,10.20.4.135,KE,64598,Synthetic KE Transit Cooperative 1
,10.20.4.136,IN,64525,Synthetic IN Transit Cooperative 2
,10.20.4.137,TH,64591,Synthetic TH Transit Cooperative 2
,10.20.4.138,NL,64529,Synthetic NL Transit Cooperative 2
,10.20.4.139,TR,64593,Synthetic TR Transit Cooperative 2
,10.20.4.140,NO,64579,Synthetic NO Transit Cooperative 2
,10.20.4.141,MX,64574,Synthetic MX Transit Cooperative 1
,10.20.4.142,ES,64556,Synthetic ES Transit Cooperative 1
,10.20.4.143,ES,64556,Synthetic ES Transit Cooperative 1
,10.20.4.144,ZA,64535,Synthetic ZA Transit Cooperative 2
,10.20.4.145,CH,64545,Synthetic CH Transit Cooperative 2
,10.20.4.146,IN,64525,Synthetic IN Transit Cooperative 2
,10.20.4.147,HK,64562,Synthetic HK Transit Cooperative 1
,10.20.4.148,AE,64537,Synthetic AE Transit Cooperative 2
,10.20.4.149,IN,64524,Synthetic IN Transit Cooperative 1
,10.20.4.150,ZA,64535,Synthetic ZA Transit Cooperative 2
,10.20.4.151,ES,64556,Synthetic ES Transit Cooperative 1
,10.20.4.152,BR,64514,Synthetic BR Transit Cooperative 1
,10.20.4.153,IT,64571,Synthetic IT Transit Cooperative 2
,10.20.4.154,CZ,64552,Synthetic CZ Transit Cooperative 1
,10.20.4.155,BE,64543,Synthetic BE Transit Cooperative 2
,10.20.4.156,IE,64567,Synthetic IE Transit Cooperative 2
,10.20.4.157,GR,64561,Synthetic GR Transit Cooperative 2
,10.20.4.158,CA,64516,Synthetic CA Transit Cooperative 1
,10.20.4.159,AT,64541,Synthetic AT Transit Cooperative 2
,10.20.4.160,TR,64593,Synthetic TR Transit Cooperative 2
,10.20.4.161,IT,64571,Synthetic IT Transit Cooperative 2
,10.20.4.162,AE,64536,Synthetic AE Transit Cooperative 1
,10.20.4.163,FR,64521,Synthetic FR Transit Cooperative 2
,10.20.4.164,MY,64577,Synthetic MY Transit Cooperative 2
,10.20.4.165,KE,64599,Synthetic KE Transit Cooperative 2
,10.20.4.166,KR,64573,Synthetic KR Transit Cooperative 2
,10.20.4.167,CL,64546,Synthetic CL Transit Cooperative 1
,10.20.4.168,KE,64598,Synthetic KE Transit Cooperative 1
,10.20.4.169,IE,64567,Synthetic IE Transit Cooperative 2
,10.20.4.170,KR,64573,Synthetic KR Transit Cooperative 2
,10.20.4.171,NG,64601,Synthetic NG Transit Cooperative 2
,10.20.4.172,GB,64523,Synthetic GB Transit Cooperative 2
,10.20.4.173,IN,64525,Synthetic IN Transit Cooperative 2
,10.20.4.174,CO,64551,Synthetic CO Transit Cooperative 2
,10.20.4.175,PT,64584,Synthetic PT Transit Cooperative 1
,10.20.4.176,CO,64550,Synthetic CO Transit Cooperative 1
,10.20.4.177,HK,64563,Synthetic HK Transit Cooperative 2
,10.20.4.178,NG,64600,Synthetic NG Transit Cooperative 1
,10.20.4.179,ZA,64535,Synthetic ZA Transit Cooperative 2
,10.20.4.180,ZA,64534,Synthetic ZA Transit Cooperative 1
,10.20.4.181,ES,64556,Synthetic ES Transit Cooperative 1
,10.20.4.182,IN,64524,Synthetic IN Transit Cooperative 1
,10.20.4.183,BR,64514,Synthetic BR Transit Cooperative 1
,10.20.4.184,NZ,64581,Synthetic NZ Transit Cooperative 2
,10.20.4.185,JP,64527,Synthetic JP Transit Cooperative 2
,10.20.4.186,IT,64571,Synthetic IT Transit Cooperative 2
,10.20.4.187,FI,64559,Synthetic FI Transit Cooperative 2
,10.20.4.188,IL,64569,Synthetic IL Transit Cooperative 2
,10.20.4.189,GR,64561,Synthetic GR Transit Cooperative 2
,10.20.4.190,FR,64520,Synthetic FR Transit Cooperative 1
,10.20.4.191,SG,64531,Synthetic SG Transit Cooperative 2
,10.20.4.192,BR,64514,Synthetic BR Transit Cooperative 1
,10.20.4.193,US,64532,Synthetic US Transit Cooperative 1
,10.20.4.194,AR,64539,Synthetic AR Transit Cooperative 2
,10.20.4.195,NZ,64581,Synthetic NZ Transit Cooperative 2
,10.20.4.196,SG,64530,Synthetic SG Transit Cooperative 1
,10.20.4.197,FI,64559,Synthetic FI Transit Cooperative 2
,10.20.4.198,CN,64548,Synthetic CN Transit Cooperative 1
,10.20.4.199,NO,64578,Synthetic NO Transit Cooperative 1
,10.20.4.200,AU,64513,Synthetic AU Transit Cooperative 2
,10.20.4.201,IE,64566,Synthetic IE Transit Cooperative 1
,10.20.4.202,ID,64564,Synthetic ID Transit Cooperative 1
,10.20.4.203,IL,64569,Synthetic IL Transit Cooperative 2
,10.20.4.204,ID,64565,Synthetic ID Transit Cooperative 2
,10.20.4.205,BR,64515,Synthetic BR Transit Cooperative 2
,10.20.4.206,FI,64559,Synthetic FI Transit Cooperative 2
,10.20.4.207,DK,64554,Synthetic DK Transit Cooperative 1
,10.20.4.208,IN,64524,Synthetic IN Transit Cooperative 1
