address,expected_group,group_kind,family,role,label_strength,ip_behaviour_class,expected_elevated_features
bc1q655pz5pl6vpkddev5d8vp77lufem3uzr59fj43,,none,A,background,weak,stable,
bc1q6564yjemejxz0jpsc42zk462rhknw3d4khuk30,,none,A,background,weak,stable,
bc1q656ecnj0xz0k59rm4srlyxc8k0mtw7el0rvzpy,,none,A,background,weak,stable,
bc1q656ecnj0xz0k59rm4srlyxc8k0mtw7el0rvzpy,C-03,scenario_instance,C,scenario_support,weak,stable,"flow,temporal"
bc1q65dunlvl5pz7tv36mtczxcscqvmesgt6kszhka,,none,A,background,weak,stable,
bc1q65ggeqaut93vz03cqxmgc09r6q5ueycqvqv4g0,,none,A,background,weak,stable,
bc1q65ggeqaut93vz03cqxmgc09r6q5ueycqvqv4g0,D-02,scenario_instance,D,scenario_support,weak,stable,"flow,transaction,temporal"
bc1q65gkj5z0l4awcmlttjnlvck5peu454uugrtfgx,,none,A,background,weak,stable,
bc1q65hyhllna4jquxv7xgkc26hmtsamn5rh087e9x,,none,A,background,weak,stable,
bc1q65hyhllna4jquxv7xgkc26hmtsamn5rh087e9x,D-11,scenario_instance,D,scenario_support,weak,stable,"flow,transaction,temporal"
bc1q65jz2y2j68rav62y838pxwfvnyu37m5zjn94c4,,none,A,background,weak,stable,
bc1q65jz2y2j68rav62y838pxwfvnyu37m5zjn94c4,H-06,dense_community,H,scenario_core,weak,stable,graph
bc1q65ktvdz4nmdua4pacxzk0pscns3srsdvj4mmy9,,none,A,background,weak,stable,
bc1q65nm6mysatq6nvsrq50njvng635ctsaf6hsm38,,none,A,background,weak,stable,
bc1q65nu7uzlhplxmhepnmuqnkzxqr9x3zxzt85hpq,,none,A,background,weak,stable,
bc1q65r4chdzxdedfpkj3xytgcwmyg9ud0n08chrxh,,none,A,background,weak,stable,
bc1q65r4chdzxdedfpkj3xytgcwmyg9ud0n08chrxh,G-03,scenario_instance,G,scenario_core,weak,churning,network
bc1q65rc6mklx45f56eael6tg09qualq68cghqxy67,,none,A,background,weak,stable,
bc1q65y05phvdgqyt3663hyd5gttpy3gf6rz3hm2rr,,none,A,background,weak,stable,
bc1q6620eufdj98zz5u9pqjaplvxrec0gts8wss738,,none,A,background,weak,stable,
bc1q66667w0xt29fj5k4dsr909t680qa7jd7nw075p,,none,A,background,weak,stable,
bc1q666r27gpgtuxdlf9n22lyvpam3xvw7c3jytq7f,,none,A,background,weak,stable,
bc1q666r27gpgtuxdlf9n22lyvpam3xvw7c3jytq7f,D-13,scenario_instance,D,scenario_support,weak,stable,"flow,transaction,temporal"
bc1q66dghcs7kyh8ra7xgfxc96zc82qsyzathmd2l4,,none,A,background,weak,stable,
bc1q66dghcs7kyh8ra7xgfxc96zc82qsyzathmd2l4,B-10,scenario_instance,B,scenario_core,strong,stable,temporal
bc1q66g84uvehselfu2gur26fepetvxmk5qw7pqe5p,,none,A,background,weak,stable,
bc1q66gzkhagnz3lyyks5untfz4q4wf3kqnremk9md,,none,A,background,weak,stable,
bc1q66hz0yudnxrtmlt2l7lsyxratuxeyeknl3d6vm,,none,A,background,weak,stable,
bc1q66knav7wyely35vegtyv27zzjtwdsdawdkuzlv,,none,A,background,weak,stable,
bc1q66m0rqvq5heja4s40sl3e7thsmqyszhman0ejj,,none,A,background,weak,stable,
bc1q66nvcfl64lq4t2luxjtu6kf9gc8yjklaspr73u,,none,A,background,weak,stable,
bc1q66r4n3z6kjst2e3kkl3wtpggwnn0n2yfegvmsy,,none,A,background,weak,stable,
bc1q66sm72vh05h9l3cecu7zszv793500636pazq0j,,none,A,background,weak,stable,
bc1q66t5wlc873pfg43dcz4g3yj4qe2vwkumkzu098,,none,A,background,weak,stable,
bc1q66u6rkgvu098tu6xzrwudjvk6w2rj2e88swxv3,,none,A,background,weak,stable,
bc1q66znkt0prfn06nhn4j9fmjc87ejt3xjsggy0n7,,none,A,background,weak,stable,
bc1q676wnpn0lr2tuymzsp39yat9gz22hhpc9509fm,,none,A,background,weak,stable,
bc1q677t0vcyv8f2rcnwlnzft5eanw6lxjpxdx2ntl,,none,A,background,weak,stable,
bc1q67ezt8pmvl8jlz6k5u05apd42hlw9rqjjxfg7s,,none,A,background,weak,stable,
bc1q67hlw8q7yqyrx4tjdm7ann55s29e85wnh0gse3,,none,A,background,weak,stable,
bc1q67hlw8q7yqyrx4tjdm7ann55s29e85wnh0gse3,B-06,scenario_instance,B,scenario_core,strong,stable,temporal
bc1q67k47pm3rddchqp7pr0ejtlrsg8cmy3znperjt,,none,A,background,weak,stable,
bc1q67l4juhfrfmwxqqx6pj25w6ymfwyctj77dzmfa,,none,A,background,weak,stable,
bc1q67ly4lye7a6qgquqguwc8jjg0hxjzjk6dvqf3u,,none,A,background,weak,stable,
bc1q67qzd9cl09zvgwwtrxtr5rec2vpsq6kfyszeh8,,none,A,background,weak,stable,
bc1q67qzd9cl09zvgwwtrxtr5rec2vpsq6kfyszeh8,D-11,scenario_instance,D,scenario_support,weak,stable,"flow,transaction,temporal"
bc1q67qzd9cl09zvgwwtrxtr5rec2vpsq6kfyszeh8,F-09,common_input_entity,F,scenario_core,strong,stable,graph
bc1q67tcvyszvqrrhfapux0ahv33a8dc6h9pdx8apz,,none,A,background,weak,stable,
bc1q67vwqh257u26h8sjzylldmzaxkzglytf5zfryt,,none,A,background,weak,stable,
bc1q686q29t2tes4s67yae3zte3xjxu8yd59ufsg8r,,none,A,background,weak,stable,
bc1q686zf7mu6ys58rdyjgghrfvm0sqy7h0uvds84n,,none,A,background,weak,stable,
bc1q687njlt9gwkvr6swmayczu39w78pc4fumufmt5,,none,A,background,weak,stable,
bc1q6894c9cm7xxw8tldgmgy2ydzwknn6dk2mut8us,,none,A,background,weak,stable,
bc1q6896c0yp2fwt324kdd7939xmz4fh2enjcxd4ee,,none,A,background,weak,stable,
bc1q689an5x2m249myg95hgrh4grm3getju7g7nl6y,,none,A,background,weak,stable,
bc1q68a8mnspdz6hfu35wp3yks4agmfy2qjq39k2d8,,none,A,background,weak,stable,
bc1q68cpjfn3pan6vmkp57d6hpastqx099t5mc2w20,,none,A,background,weak,stable,
bc1q68cpjfn3pan6vmkp57d6hpastqx099t5mc2w20,C-02,scenario_instance,C,scenario_core,strong,stable,"flow,temporal"
bc1q68dky636cvnt7tve4es3gs9tvqw5wvrsnlmrye,,none,A,background,weak,stable,
bc1q68gqpgy7vuw5me8uxp5rmulv4rxvnuwnwwphnp,,none,A,background,weak,stable,
bc1q68gqpgy7vuw5me8uxp5rmulv4rxvnuwnwwphnp,H-03,dense_community,H,scenario_core,weak,stable,graph
bc1q68h0xdmwk2rqdf6kgd2sfhqwq30vf5y45al3aj,,none,A,background,weak,stable,
bc1q68hm9fcd6p2303hfdahkj0ymy3xgqt3prldnj2,,none,A,background,weak,stable,
bc1q68htxzkvwxgezrhhdgm4nr7xgd5fmz3d53t4fy,,none,A,background,weak,stable,
bc1q68n76sjt8q5405f3ygjjwx5nuh6n22ufjj75yh,,none,A,background,weak,stable,
bc1q68xycf2hkxgwurrn8q9ef7mal7t0s5zwljdszm,,none,A,background,weak,stable,
bc1q693gpupa0nn3gtpafxghfkpglz6cm89drnfmr9,,none,A,background,weak,stable,
bc1q699huqjzpcngcy3rqnd7avymgs25mj63wrsgu4,,none,A,background,weak,stable,
bc1q69gy3hyazykgju9e9uqka5lxx7vyhqgjt2xx7w,,none,A,background,weak,stable,
bc1q69gy3hyazykgju9e9uqka5lxx7vyhqgjt2xx7w,H-03,dense_community,H,scenario_core,weak,stable,graph
bc1q69na8d9hfg7cpy9qcv4yuuxuer6rqv7wwxe3eu,,none,A,background,weak,stable,
bc1q69pghgpp0us2yv6q4sfwpyre4l4gatume4jcdd,,none,A,background,weak,stable,
bc1q69upcgf2wx2ypxezf94337jj5x4v8pe5uu2fl7,,none,A,background,weak,stable,
bc1q69upcgf2wx2ypxezf94337jj5x4v8pe5uu2fl7,D-06,scenario_instance,D,scenario_support,weak,stable,"flow,transaction,temporal"
bc1q6a6604hu07dw7cwpwmq2utjv6vsgkckvse844z,,none,A,background,weak,stable,
bc1q6a6604hu07dw7cwpwmq2utjv6vsgkckvse844z,H-04,dense_community,H,scenario_core,weak,stable,graph
bc1q6alx58av2fhpz4mn97hmnfwe43um7x6j3jjg50,,none,A,background,weak,stable,
bc1q6aq06el29dp6gdh3pxry0tay9hhgkku28cwxm7,,none,A,background,weak,stable,
bc1q6auntewas4t3gtl33lj5k2fa6kf3kmdg8sf0mu,,none,A,background,weak,stable,
bc1q6ay6j4ga8rnku49fgce9kmg6hd5fqwtcmr4a94,,none,A,background,weak,stable,
bc1q6ay6j4ga8rnku49fgce9kmg6hd5fqwtcmr4a94,G-02,scenario_instance,G,scenario_core,strong,churning,network
bc1q6aywx7quxttzlwr9g4zk2g55v4ml54k673meu4,,none,A,background,weak,stable,
bc1q6c0skunrm8wte0hlzga3jcg5hsy2pr87h4d3hh,,none,A,background,weak,stable,
bc1q6c9ru0r4q5c0qwl6ezzha3svtrsm25f2qmzmkz,,none,A,background,weak,stable,
bc1q6ccflanc7hjrn2ustlmemanz870as2p6t6d7ge,,none,A,background,weak,stable,
bc1q6ccwepurgl6qqeefp6266cg3aks6chm3ujgv6t,,none,A,background,weak,stable,
bc1q6cdu02f0k5028epaxnr50srqs0y0m9jlxy5kst,,none,A,background,weak,stable,
bc1q6ceey76we3lyw6c7lrs0z5q86u533cud6n834t,,none,A,background,weak,stable,
bc1q6cfa886th0zmvf80fqrcjg5lr44qw45ll5q3h5,,none,A,background,weak,stable,
bc1q6cgxz9mpe62cavwmqxz696pzwjp5c97wu0mlj6,,none,A,background,weak,stable,
bc1q6ch5g30fwxx7mqlte6pcpgcv8jsn45l9ggt6y4,,none,A,background,weak,stable,
bc1q6ch5g30fwxx7mqlte6pcpgcv8jsn45l9ggt6y4,H-05,dense_community,H,scenario_core,weak,stable,graph
bc1q6cu2gy4rqnpu4jc4wcaw0fdlwqd5kl49ed6sky,,none,A,background,weak,stable,
bc1q6d5yqaz7djs9rgwg2userx6l5fr5lqwm9u0m63,,none,A,background,weak,stable,
bc1q6d7e7ttv7y4wxe7zcpvqzpf3sg063cgqsry7ck,,none,A,background,weak,stable,
bc1q6defl39aja5aghpa2egwzexf30639tzg7s3dw0,,none,A,background,weak,stable,
bc1q6defl39aja5aghpa2egwzexf30639tzg7s3dw0,B-05,scenario_instance,B,scenario_core,strong,stable,temporal
bc1q6dese2velnhh5rvtuc82np0zu8ct6j7858m2pk,,none,A,background,weak,stable,
bc1q6dfppw8w0sdpdvvakuwxyjkenr7dk6aaj9x859,,none,A,background,weak,stable,
bc1q6djx854dte8umexp8cf9nz8kv7t07d0l870eaj,,none,A,background,weak,stable,
bc1q6dzcem6eqjzuftc2x3my7exchhhq2xg3zky9wz,,none,A,background,weak,stable,
bc1q6e5kj8kjhw0p8dk2uq3x4ng4m4y30y5s2mncqx,,none,A,background,weak,stable,
bc1q6e68qc3elcjh0a4uvuwqha2yz6sckg9ykg46m4,,none,A,background,weak,stable,
bc1q6e68qc3elcjh0a4uvuwqha2yz6sckg9ykg46m4,C-10,scenario_instance,C,scenario_support,weak,stable,"flow,temporal"
bc1q6e6rvhl3llqgdw0aft0k5hwgf7hr6ja473dzs4,,none,A,background,weak,stable,
bc1q6e8mgh4kvc5j82hqje9hu023efp5qjrzz96eym,,none,A,background,weak,stable,
bc1q6e8mgh4kvc5j82hqje9hu023efp5qjrzz96eym,G-09,scenario_instance,G,scenario_core,weak,churning,network
bc1q6ear9f06yc8t5d9x956ufnrvuzn482c2zvedwx,,none,A,background,weak,stable,
bc1q6ear9f06yc8t5d9x956ufnrvuzn482c2zvedwx,B-01,scenario_instance,B,scenario_core,strong,stable,temporal
bc1q6egh05u4z99jtpwjjq79275kt4qr7gmytnmdfj,,none,A,background,weak,stable,
bc1q6ek2frtyd0vqpxnjj2hcpp4qrwkczmlw92ta8e,,none,A,background,weak,stable,
bc1q6ek2frtyd0vqpxnjj2hcpp4qrwkczmlw92ta8e,H-04,dense_community,H,scenario_core,weak,stable,graph
bc1q6ekn3pqfx609sytxwf2fy8veyl30u6ykgnrdxs,,none,A,background,weak,stable,
bc1q6ely5cecrrszx7zyqmq6rqs9yln2ajl7r9dga7,,none,A,background,weak,stable,
bc1q6ely5cecrrszx7zyqmq6rqs9yln2ajl7r9dga7,F-20,common_input_entity,F,scenario_core,strong,stable,graph
bc1q6er4w7clmczf0xus8ahu80swfq4ld6ck7yy2ec,,none,A,background,weak,stable,
bc1q6erjpuywzerqj50y5qr24z2hxksj2q56s55mda,,none,A,background,weak,stable,
bc1q6erqspsvnv78h0weyssvgmh0lwjjz5y6j6g52x,,none,A,background,weak,stable,
bc1q6erwycym2gequl7u8f2hfplu32yykfdkj6nkl9,,none,A,background,weak,stable,
bc1q6erwycym2gequl7u8f2hfplu32yykfdkj6nkl9,F-16,common_input_entity,F,scenario_core,strong,stable,graph
bc1q6ev5t07rvd3692ce7ttecsh6nesde4r3ghh9dm,,none,A,background,weak,stable,
bc1q6evvaaprxafwg27kg9wjyzvmhxkclm448649gx,,none,A,background,weak,stable,
bc1q6evvaaprxafwg27kg9wjyzvmhxkclm448649gx,C-08,scenario_instance,C,scenario_core,strong,stable,"flow,temporal"
bc1q6ex9r8n2d3ne5vhgcnpk7p7aucvegw8csz2x9z,,none,A,background,weak,stable,
bc1q6ex9r8n2d3ne5vhgcnpk7p7aucvegw8csz2x9z,C-02,scenario_instance,C,scenario_core,strong,stable,"flow,temporal"
bc1q6eynpl2q3tzgnez7fq0hf4hagqalsjeer24wmx,,none,A,background,weak,stable,
bc1q6f33rg3nkgarun5ksmu5hdy272plt7w762qgm8,,none,A,background,weak,stable,
bc1q6f46t0yws9zk38u6w0k9kaqauq865spcr4hgtu,,none,A,background,weak,stable,
bc1q6f4tw75mgwd2uh5sk32hn4499w9pvmh8xclysl,,none,A,background,weak,stable,
bc1q6f5gw3q7w2fpm8tg606gvvjzcw8fzyszua33p5,,none,A,background,weak,stable,
bc1q6f7yahlymsu2u6rqnq9tv43jp9cl2j3q34y4cn,,none,A,background,weak,stable,
bc1q6fa8s3lz9ljqeykku9fvdl2vlw2nut02y0945r,,none,A,background,weak,stable,
bc1q6fa8s3lz9ljqeykku9fvdl2vlw2nut02y0945r,C-01,scenario_instance,C,scenario_core,strong,stable,"flow,temporal"
bc1q6fc0ssmue6twl2kg4sreds92qcsjhwec7ydfqk,,none,A,background,weak,stable,
bc1q6fc5zkag5p5dwnjppvxf2e7pt3hv0lt3xyh7k8,,none,A,background,weak,stable,
bc1q6fhnyjf89qaqm23jc8r793jtafztdtpxw2sczh,,none,A,background,weak,stable,
bc1q6fmvl4expar08n3m9kdas5p5l5tw6p8w6m44ge,,none,A,background,weak,stable,
bc1q6fwtvpje6wjfcxqesezeagued7esjc2jxk2qz8,,none,A,background,weak,stable,
bc1q6fxsdyrn09rs3cwh7memlhq0zjz00ekpdj3kg0,,none,A,background,weak,stable,
bc1q6fydm0rle4rdw7tznamtl95w80lxrz9gaye2r5,,none,A,background,weak,stable,
bc1q6fydm0rle4rdw7tznamtl95w80lxrz9gaye2r5,F-06,common_input_entity,F,scenario_core,strong,stable,graph
bc1q6g4qpqua43udk8znvjueuewyvappfjvd7um7kv,,none,A,background,weak,stable,
bc1q6g4qpqua43udk8znvjueuewyvappfjvd7um7kv,C-06,scenario_instance,C,scenario_core,strong,stable,"flow,temporal"
bc1q6g5vmtkxlayat30p0ucg5lp06xux08r80zdvmv,,none,A,background,weak,stable,
bc1q6g97d8e966e9yzgk2teqdhmqasc22v5pmqnvhz,,none,A,background,weak,stable,
bc1q6gk0xy76gq93vfktuhpm7ug45ercgfn6625a3s,,none,A,background,weak,stable,
bc1q6gt7psczhcfpy5hxsukwx5u6k7ajjyzu4lrxk9,,none,A,background,weak,stable,
bc1q6gt7psczhcfpy5hxsukwx5u6k7ajjyzu4lrxk9,G-03,scenario_instance,G,scenario_core,weak,churning,network
bc1q6gtukuz9ujmf3nqtvncz9xvnk97u55lq9un25r,,none,A,background,weak,stable,
bc1q6gtwpyu2fqlkl62sw3059qlzdeu3aakw3ckt88,,none,A,background,weak,stable,
bc1q6gvleh80wgff9e2nqz864pfdm4nnzam7f08nj8,,none,A,background,weak,stable,
bc1q6gvxevm5xw44t35kt8gd3lhz0j8j7jcuwwr04n,,none,A,background,weak,stable,
bc1q6gvxevm5xw44t35kt8gd3lhz0j8j7jcuwwr04n,E-08,scenario_instance,E,scenario_core,strong,stable,"structure,graph,flow"
bc1q6h7lsdwhxrgeef5vctnw83x3crehxn4ckh90zh,,none,A,background,weak,stable,
bc1q6h7lsdwhxrgeef5vctnw83x3crehxn4ckh90zh,G-06,scenario_instance,G,scenario_core,weak,churning,network
bc1q6hjvertmqxd9xnpx72ky98s6fas0qe8tam6g7q,,none,A,background,weak,stable,
bc1q6hjxf3wpvsyccnm0u99zlktjjcg9tucwc6fmwz,,none,A,background,weak,stable,
bc1q6hlaugyrxhs5309ld8na9a754e6s2e9knv4f7k,,none,A,background,weak,stable,
bc1q6hp7a8c5smq6zrn4ndpkmpgj8d447c2jjlj0tq,,none,A,background,weak,stable,
bc1q6huhdptytzg4c2ue70wwyztumsvh87pgvham85,,none,A,background,weak,stable,
bc1q6hzg3q3el7vxtr7fkfacvcjrt0evcnytvk88g7,,none,A,background,weak,stable,
bc1q6j02rdghjt8zhkhtzu6v7dhhjqslxrs7uy03j5,,none,A,background,weak,stable,
bc1q6j0t72gys8nya9d30txxpcyaq5kxgsljj30zaz,,none,A,background,weak,stable,
bc1q6j3xd8q44ky2tgg9ruv0ut2x3gtc6uxzw6fdug,,none,A,background,weak,stable,
bc1q6j3xd8q44ky2tgg9ruv0ut2x3gtc6uxzw6fdug,B-08,scenario_instance,B,scenario_core,strong,stable,temporal
bc1q6j9uzj7nlx96hw3cp8t58rn73hlrcrjhhfhvjd,,none,A,background,weak,stable,
bc1q6jcddrmjz9xkdtgh33t26h4vz8su4vl9ax3k85,,none,A,background,weak,stable,
bc1q6jcddrmjz9xkdtgh33t26h4vz8su4vl9ax3k85,B-04,scenario_instance,B,scenario_core,strong,stable,temporal
bc1q6jcmvw5dqd78d8809q34je0dfdktux8c27lsgf,,none,A,background,weak,stable,
bc1q6jcmvw5dqd78d8809q34je0dfdktux8c27lsgf,B-04,scenario_instance,B,scenario_core,strong,stable,temporal
bc1q6jduatvemarmczwek67sx9lhz9wv34y0d2f5uv,,none,A,background,weak,stable,
bc1q6jf38d3uvrgvrv6qfqptag0gsye77dxm957g3l,,none,A,background,weak,stable,
bc1q6jg3c3a9a94d3nha9kcz6s469hz8lvpcw7d5um,,none,A,background,weak,stable,
bc1q6jmucsd207lxq0pqvvpt9le5nyf83z6ac6td69,,none,A,background,weak,stable,
bc1q6jurduj05razz3yaqjelmx5r2wtaa9eh7tasuv,,none,A,background,weak,stable,
bc1q6jwq3ys7x8z46gqjxq6vl8yawwpxhe46c7up53,,none,A,background,weak,stable,
bc1q6jwq3ys7x8z46gqjxq6vl8yawwpxhe46c7up53,H-05,dense_community,H,scenario_core,weak,stable,graph
bc1q6jxau7mnffq7qn8p0pt37wgu9e8afnr2607d3e,,none,A,background,weak,stable,
bc1q6jy98xm5v2slhteuenp93suph2u9f09t067t8g,,none,A,background,weak,stable,
bc1q6jy98xm5v2slhteuenp93suph2u9f09t067t8g,D-13,scenario_instance,D,scenario_core,weak,stable,"flow,transaction,temporal"
bc1q6k73hse36muzq7xl6706hmww2jd4jymvxm8mnf,,none,A,background,weak,stable,
bc1q6k8twtsn2d8dwpypk6gdjggjfsv02985rw4r8j,,none,A,background,weak,stable,
bc1q6kfh7nvpdrmhkrcjwmmde80g45r82rx3p57uh0,,none,A,background,weak,stable,
bc1q6kgzwnqh47tkl89h9f2sn8l9arjt5h3gmf058h,,none,A,background,weak,stable,
bc1q6klxwfxe3pkymhp9l4cuyncm9wn7728j9yqcer,,none,A,background,weak,stable,
bc1q6krmw89l4ve9nvuhwl9f7hqahatsz4enfm5can,,none,A,background,weak,stable,
bc1q6kvny53px9qd8wthtc5xlyru6lcpuc67v2gd7v,,none,A,background,weak,stable,
bc1q6kw30x5jjv63m8ms93vm58t2yfjpngwht40j3c,,none,A,background,weak,stable,
bc1q6kw30x5jjv63m8ms93vm58t2yfjpngwht40j3c,C-10,scenario_instance,C,scenario_core,strong,stable,"flow,temporal"
bc1q6kw40f39ukppjj0zryla6ja53vuj394zje4fcx,,none,A,background,weak,stable,
bc1q6kyq60eyx6f0ape74y7u087r5kkq350eky66td,,none,A,background,weak,stable,
bc1q6l0hz5uj66cz4pge8v73ydlw36xnqx0rm79809,,none,A,background,weak,stable,
bc1q6l3wd74wcvw6vfkrtkde89wvvzvwv26yldheyl,,none,A,background,weak,stable,
bc1q6l5rkvx8a36ufgtp6r7ak4422mq92rxj9t2l4z,,none,A,background,weak,stable,
bc1q6l7taqx57myyzt7nu4984edv4elpursqemhqz5,,none,A,background,weak,stable,
bc1q6l885ftx305e4s22mu5utjv826d6vq3lmhfwu3,,none,A,background,weak,stable,
bc1q6ldex20j9w9yme5s4datqgw5q3qap3zjdt9zfm,,none,A,background,weak,stable,
bc1q6lk5hwlqknn0har256fnp8hv7dlpz09ajjdjlu,,none,A,background,weak,stable,
bc1q6lpwqz2u5jwa6u33e7utdlt8dkqrgs82ewu8s7,,none,A,background,weak,stable,
bc1q6lu9lc3z8lz24c2dz58pgnt89s975v8h72tas7,,none,A,background,weak,stable,
bc1q6lwv8um87q6heafhk8ysjnc66z6hgkc52jqj2j,,none,A,background,weak,stable,
bc1q6lxgz65nan6v8nh6pwvxkz0rptykd9wj5pc59z,,none,A,background,weak,stable,
bc1q6lxgz65nan6v8nh6pwvxkz0rptykd9wj5pc59z,C-10,scenario_instance,C,scenario_support,weak,stable,"flow,temporal"
bc1q6lxgz65nan6v8nh6pwvxkz0rptykd9wj5pc59z,G-10,scenario_instance,G,scenario_core,weak,churning,network
bc1q6lyx9nuts6guy6v2kd6dyyqmwxyacz6u9kfz7y,,none,A,background,weak,stable,
bc1q6m2ctxw2u5agy54w9hgn7z35glcy7vpxp6e22p,,none,A,background,weak,stable,
bc1q6ma2c8wla6mk7rewdrzvtnx68rehjutvh4vs56,,none,A,background,weak,stable,
bc1q6mefr2qsrcq4wu8l28mfwpackvja6n0j5k0jdn,,none,A,background,weak,stable,
bc1q6mjtqyl25mwzs0xxk2wt80g3uthnucsx7ptzvl,,none,A,background,weak,stable,
bc1q6mn2zsqegjhaqjzfqe0nwym6439mhyhdezg75e,,none,A,background,weak,stable,
bc1q6mn2zsqegjhaqjzfqe0nwym6439mhyhdezg75e,C-01,scenario_instance,C,scenario_support,weak,stable,"flow,temporal"
bc1q6msw6h34yjs9tzufv8t0jg4n2w86rdaym4edq2,,none,A,background,weak,stable,
bc1q6msw6h34yjs9tzufv8t0jg4n2w86rdaym4edq2,C-12,scenario_instance,C,scenario_support,weak,stable,"flow,temporal"
bc1q6mt24vganzve99y8jf6uarfdcpfdsj9walustw,,none,A,background,weak,stable,
bc1q6mtrh56evd6q59dc0zawkquap9uasdapu4zfmc,,none,A,background,weak,stable,
bc1q6mu4aqy4j7dv9eyq2fmark3vmxg0kdw4xxd6y7,,none,A,background,weak,stable,
bc1q6mvngfekpn0jt3h2zmnyah2uh5gtz2dae3ds0l,,none,A,background,weak,stable,
bc1q6mvngfekpn0jt3h2zmnyah2uh5gtz2dae3ds0l,F-02,common_input_entity,F,scenario_core,weak,stable,graph
bc1q6my5ggh8ny320yzslx8gx6xunpfxwdn7ypcyc4,,none,A,background,weak,stable,
bc1q6n22n0ep28hvfwqd50xzwrafq7afa3dmtyknlh,,none,A,background,weak,stable,
bc1q6n9u9d3jwf9tsmm9439se4p5lqz8ca2r79f27r,,none,A,background,weak,stable,
bc1q6ndgwckmhv9dk759eydu654znh0p55tpyc5cj8,,none,A,background,weak,stable,
bc1q6nfmakug2zk8057etkl7v0tvet9fj4p46ezvsg,,none,A,background,weak,stable,
bc1q6njup37xwaq4wx7rah7kkqdcg9a07dhd2qm8gn,,none,A,background,weak,stable,
bc1q6nlpk8umpejtwmah5yzm7faxdrrc3qkmvg4fea,,none,A,background,weak,stable,
bc1q6nnyadjvd8qq337u3407chzt4df47j96wnmmhf,,none,A,background,weak,stable,
bc1q6npnxqf0qkyecj64ln0n3uam794dg742r87jdp,,none,A,background,weak,stable,
bc1q6nrd2yc2keprwfazwls8jau08wlccz0nejl2qt,,none,A,background,weak,stable,
bc1q6p0kd87fcza05am6n9tmxg9hd72v422740u3nc,,none,A,background,weak,stable,
bc1q6p3e3nzykyq4u3w4u5rkt00qgk2hwalgc5grh2,,none,A,background,weak,stable,
bc1q6p4pe9ufck9kryztt682mwmwxexclpdpmyullt,,none,A,background,weak,stable,
bc1q6p7tspp0zq9yxpg5wgq06kf7hsvnky876kr9zr,,none,A,background,weak,stable,
bc1q6pacnplmamwvulhc2y2se5vyfeyggjktp05p95,,none,A,background,weak,stable,
bc1q6pas6402u4qlymrpfhggx7e7aepvpy40ewn2wa,,none,A,background,weak,stable,
bc1q6phrv6htrg7v5pwxg8xx3nzxaewm58pdhuu3gd,,none,A,background,weak,stable,
bc1q6pph8vc4nulxjr6hs8zt90vunpxdppkxh24n4c,,none,A,background,weak,stable,
bc1q6prx5u8qknvkw2mym7tv6nu9wqjk6z0muc07ve,,none,A,background,weak,stable,
bc1q6prx5u8qknvkw2mym7tv6nu9wqjk6z0muc07ve,C-03,scenario_instance,C,scenario_support,weak,stable,"flow,temporal"
bc1q6pu339mkmwtwqkcfrug38yzyregl8azc94gnfa,,none,A,background,weak,stable,
bc1q6pu6q75yx3tf5sc4yfv52567er6jj2v259cgy5,,none,A,background,weak,stable,
bc1q6pu6q75yx3tf5sc4yfv52567er6jj2v259cgy5,F-17,common_input_entity,F,scenario_core,strong,stable,graph
bc1q6pyf6eynxp3t29a9gvm9fk6m94sajhlyzl45gz,,none,A,background,weak,stable,
bc1q6pyf6eynxp3t29a9gvm9fk6m94sajhlyzl45gz,B-07,scenario_instance,B,scenario_core,strong,stable,temporal
bc1q6pyf6eynxp3t29a9gvm9fk6m94sajhlyzl45gz,B-08,scenario_instance,B,scenario_core,strong,stable,temporal
bc1q6q95qxqdyg55qkhqa2r8a578zn4325mne6czdu,,none,A,background,weak,stable,
bc1q6q95qxqdyg55qkhqa2r8a578zn4325mne6czdu,H-06,dense_community,H,scenario_core,weak,stable,graph
bc1q6qf0nzd2z2unxlsv7ajt2y2r0ak9atys2f03e0,,none,A,background,weak,stable,
bc1q6qf0nzd2z2unxlsv7ajt2y2r0ak9atys2f03e0,D-07,scenario_instance,D,scenario_core,strong,stable,"flow,transaction,temporal"
bc1q6qg3jyypverj360at32f69jkz8g5sqcxy6zy7v,,none,A,background,weak,stable,
bc1q6qhhfl6v639mk8dw75mzh8l4dtc5z6txxajtee,,none,A,background,weak,stable,
bc1q6qpc2574tu3755m6yw9pxhclskhpzztjehjj2l,,none,A,background,weak,stable,
bc1q6qqarj05yae37rzptzevgl64rqw92lyagt8eyn,,none,A,background,weak,stable,
bc1q6qw9lw5lwqq5pcjpauf6nsm665pgjhvw23988t,,none,A,background,weak,stable,
bc1q6qx6pq3thzmg9e05tfudc07as27m4vrst678dj,,none,A,background,weak,stable,
bc1q6r0w2wrxcej9q39x8vkykxkuwde0vu2xpntuh7,,none,A,background,weak,stable,
bc1q6r5xauacrh9qf5z246epm3dl4e9kutnlta6pm6,,none,A,background,weak,stable,
bc1q6r6yeyjsnmdkrz7thvvege5eellg0crdshm57c,,none,A,background,weak,stable,
bc1q6rd86kt76eg58c6fzw76d3tuy46re6l07rcvsq,,none,A,background,weak,stable,
